BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,MonthlyRate,DailyRate,HourlyRate
Non-Travel,Sales,Marketing,Female,Sales Executive,Married,24406,1188,45
Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,23293,188,65
Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,Married,16292,1333,80
Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Married,3974,1184,70
Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,18798,867,36
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,20652,658,67
Travel_Frequently,Sales,Medical,Male,Sales Executive,Single,11148,1283,52
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,3119,263,59
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,12287,938,79
Travel_Rarely,Sales,Other,Male,Sales Representative,Single,9947,419,37
Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,13008,129,84
Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,17369,616,41
Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,25063,1469,35
Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,13554,498,93
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,5518,530,51
Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Single,12291,1069,42
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,14922,625,46
Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,23163,805,57
Travel_Frequently,Sales,Technical Degree,Female,Sales Representative,Married,18203,1404,84
Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,6179,1219,86
Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married,13829,1053,70
Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,26227,289,51
Travel_Rarely,Sales,Medical,Male,Manager,Divorced,13938,1376,45
Travel_Rarely,Sales,Other,Male,Sales Executive,Divorced,9977,231,62
Non-Travel,Sales,Technical Degree,Female,Sales Executive,Single,19899,152,85
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,6812,882,92
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,2560,903,41
Non-Travel,Sales,Life Sciences,Female,Sales Executive,Single,17071,1479,100
Travel_Frequently,Research & Development,Medical,Male,Manufacturing Director,Divorced,6759,1379,64
Non-Travel,Sales,Technical Degree,Male,Sales Executive,Divorced,25952,1229,84
Non-Travel,Research & Development,Medical,Male,Research Scientist,Single,10322,335,46
Non-Travel,Sales,Life Sciences,Male,Manager,Single,20489,722,38
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,11479,906,92
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,17241,461,53
Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,11005,974,91
Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,6615,1126,66
Travel_Frequently,Research & Development,Other,Female,Healthcare Representative,Married,20161,827,84
Travel_Frequently,Research & Development,Medical,Male,Research Director,Divorced,3735,840,64
Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Married,12086,1134,37
Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,14039,248,42
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,8571,955,83
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,11539,138,48
Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,4161,939,95
Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Married,12127,1391,66
Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,24208,566,75
Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,24117,1206,41
Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,10074,622,39
Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married,11275,853,96
Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,13493,287,73
Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Married,13943,1441,56
Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced,6975,583,57
Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married,17802,153,73
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,18275,1097,98
Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,25725,109,60
Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,3334,1066,32
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,6881,217,94
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,13119,277,97
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,22245,1355,78
Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,23371,549,42
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,7060,466,65
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,4658,1055,47
Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,9541,802,45
Travel_Rarely,Sales,Marketing,Male,Manager,Married,7770,265,90
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,20165,804,64
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,21829,715,69
Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,14382,1141,61
Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,12992,135,62
Non-Travel,Research & Development,Life Sciences,Female,Research Director,Divorced,20284,247,55
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,4981,1035,42
Non-Travel,Sales,Medical,Male,Sales Executive,Single,21813,265,79
Travel_Rarely,Sales,Marketing,Female,Manager,Married,25846,266,57
Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,11737,1448,53
Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,24920,145,95
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,8269,885,43
Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single,5083,945,82
Non-Travel,Sales,Life Sciences,Female,Sales Representative,Single,21437,1038,88
Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,5404,1234,90
Non-Travel,Research & Development,Medical,Female,Laboratory Technician,Single,11135,1109,69
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,12278,216,75
Travel_Rarely,Sales,Technical Degree,Male,Manager,Married,11038,1089,66
Travel_Rarely,Human Resources,Medical,Male,Human Resources,Single,8318,788,36
Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,23537,124,38
Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,7858,660,81
Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,15346,342,57
Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,18410,1333,87
Travel_Rarely,Sales,Medical,Male,Sales Representative,Married,23384,1144,74
Travel_Frequently,Research & Development,Other,Male,Research Scientist,Married,2997,1186,44
Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,12853,1464,62
Travel_Rarely,Research & Development,Other,Female,Healthcare Representative,Single,13848,124,35
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,22217,300,74
Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Divorced,25265,921,66
Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,21445,430,40
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,8392,1082,41
Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married,12154,1240,63
Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,15669,796,51
Non-Travel,Research & Development,Medical,Male,Manager,Single,17323,444,40
Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,5268,415,79
Travel_Frequently,Sales,Marketing,Female,Sales Representative,Single,17205,769,54
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,17258,1334,36
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,21029,1003,74
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,10332,1323,34
Non-Travel,Research & Development,Technical Degree,Male,Healthcare Representative,Single,12355,1366,72
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,11141,192,59
Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Married,9096,1176,85
Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,18863,509,43
Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,24608,330,65
Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Married,26542,1492,61
Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,5869,1277,87
Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Married,15813,1091,65
Travel_Rarely,Research & Development,Other,Female,Research Scientist,Single,7909,857,59
Travel_Rarely,Human Resources,Medical,Male,Human Resources,Married,2326,1376,91
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,21214,654,34
Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Single,10333,1204,86
Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Single,3129,827,54
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,22482,895,50
Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Single,22266,618,45
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,24223,309,88
Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married,4605,1219,32
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,19373,1330,37
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,2993,1017,55
Travel_Rarely,Research & Development,Medical,Male,Manager,Married,14399,469,35
Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Divorced,7160,1009,45
Travel_Frequently,Sales,Other,Male,Sales Executive,Single,17251,959,81
Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Married,13401,970,30
Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Married,22478,697,40
Non-Travel,Research & Development,Medical,Male,Manager,Single,16154,1262,35
Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,17970,1050,65
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,15322,994,87
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,5569,770,73
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,26968,1107,93
Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,8039,950,93
Travel_Rarely,Sales,Marketing,Male,Manager,Married,15596,406,52
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,20619,130,32
Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married,11535,1082,83
Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,13547,203,84
Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,17544,1308,44
Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Single,25326,984,70
Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Single,8770,439,70
Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Single,23238,217,78
Travel_Frequently,Sales,Life Sciences,Male,Sales Representative,Married,21981,793,67
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,19911,1451,67
Travel_Frequently,Sales,Marketing,Male,Sales Executive,Divorced,18500,1182,54
Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,11879,174,56
Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Single,15834,1003,95
Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Divorced,17940,490,61
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,9558,188,56
Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,17689,718,79
Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,6004,433,37
Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,22088,773,39
Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single,13556,247,80
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,18385,603,77
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,9051,167,46
Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married,6233,874,72
Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced,17171,367,52
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,7950,199,55
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,5829,1400,70
Travel_Rarely,Human Resources,Technical Degree,Male,Human Resources,Single,7108,528,100
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,11162,408,45
Travel_Frequently,Research & Development,Medical,Female,Research Director,Single,13782,593,88
Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,2447,481,44
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,2253,647,45
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,16340,982,58
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,6409,477,49
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,22955,1485,79
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,13421,1384,82
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,2706,852,72
Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married,21203,902,92
Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,19588,819,44
Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Single,25755,669,97
Travel_Frequently,Research & Development,Other,Male,Laboratory Technician,Married,26537,636,47
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,9489,1372,85
Non-Travel,Sales,Life Sciences,Female,Sales Representative,Divorced,14947,862,76
Travel_Rarely,Research & Development,Technical Degree,Female,Manager,Divorced,18575,718,92
Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,26342,1401,54
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,7172,645,54
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,20100,1457,83
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,9961,977,56
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,12828,805,87
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,10826,1097,96
Travel_Rarely,Research & Development,Medical,Female,Manager,Divorced,18640,1223,50
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,26933,942,69
Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,4223,1256,48
Travel_Rarely,Sales,Marketing,Female,Manager,Married,24097,1402,69
Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,4279,111,74
Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,8429,147,99
Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Divorced,20293,906,95
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,13192,1329,61
Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,25440,1184,62
Travel_Frequently,Research & Development,Medical,Female,Manager,Married,9490,1421,30
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,12449,1179,78
Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,10849,1450,52
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,21026,1361,94
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,3372,984,97
Travel_Frequently,Sales,Medical,Female,Sales Executive,Married,4905,1146,82
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,6865,917,60
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,11309,853,49
Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,7744,200,32
Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single,5050,654,43
Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Divorced,17433,150,60
Non-Travel,Human Resources,Medical,Male,Human Resources,Married,12858,179,79
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,10893,696,52
Travel_Frequently,Research & Development,Other,Female,Laboratory Technician,Married,7331,116,77
Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,2338,1316,38
Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Divorced,4235,363,77
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,6311,117,60
Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Divorced,11591,107,84
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,20623,1356,57
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,9369,1465,63
Travel_Frequently,Research & Development,Medical,Female,Research Director,Married,23281,458,60
Non-Travel,Sales,Marketing,Female,Sales Executive,Married,13755,1212,78
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,14377,1103,42
Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,9659,966,53
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,19982,1117,72
Non-Travel,Research & Development,Medical,Female,Research Scientist,Single,6148,504,96
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,5598,1010,97
Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,23474,685,85
Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,17089,1332,80
Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,17198,1062,96
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,16490,326,48
Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,18625,920,96
Travel_Rarely,Research & Development,Medical,Male,Manager,Married,12124,1098,85
Travel_Frequently,Research & Development,Technical Degree,Male,Research Scientist,Married,9256,469,46
Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,16620,969,76
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,3208,1167,76
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,4204,1329,82
Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Single,8733,715,76
Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Divorced,3423,694,87
Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,21643,1320,89
Travel_Rarely,Sales,Marketing,Male,Manager,Married,8751,1099,88
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,21708,536,82
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,21221,265,57
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,16901,373,47
Travel_Frequently,Sales,Life Sciences,Male,Sales Representative,Single,8040,599,73
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,9973,583,53
Travel_Rarely,Sales,Marketing,Female,Manager,Single,2493,1449,94
Non-Travel,Research & Development,Medical,Male,Healthcare Representative,Divorced,25592,177,37
Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single,25308,251,45
Travel_Rarely,Sales,Marketing,Female,Manager,Married,9946,168,33
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,6039,131,86
Travel_Frequently,Sales,Life Sciences,Male,Manager,Divorced,19196,237,83
Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,20002,1429,67
Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Divorced,22534,135,46
Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,6842,791,44
Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Divorced,17477,1199,92
Travel_Frequently,Human Resources,Life Sciences,Male,Human Resources,Married,21833,648,56
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,6020,735,66
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,5628,603,78
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,20364,531,56
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,2323,429,53
Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,14075,621,73
Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,14222,193,52
Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,4257,968,40
Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Single,12858,879,72
Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Divorced,17285,806,39
Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,4732,640,84
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,18830,266,40
Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,11693,604,56
Travel_Frequently,Research & Development,Medical,Female,Manager,Single,13035,364,83
Travel_Rarely,Research & Development,Medical,Female,Manager,Divorced,17334,412,94
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,26076,848,88
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,22845,1089,79
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,22154,360,93
Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Married,23631,1138,48
Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Married,5747,325,63
Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Single,22957,991,44
Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Married,16392,1476,55
Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married,22422,1322,43
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,17235,299,57
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,21534,1030,64
Travel_Rarely,Research & Development,Medical,Female,Manager,Married,25927,634,95
Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,13352,524,32
Non-Travel,Sales,Life Sciences,Female,Sales Executive,Divorced,8935,587,57
Non-Travel,Sales,Medical,Male,Sales Executive,Single,22074,256,40
Travel_Frequently,Sales,Life Sciences,Female,Sales Representative,Single,8319,1060,54
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,14669,935,89
Non-Travel,Research & Development,Life Sciences,Male,Manager,Married,26582,495,37
Travel_Rarely,Research & Development,Medical,Female,Manager,Married,6992,282,58
Travel_Rarely,Human Resources,Life Sciences,Male,Manager,Single,4022,206,99
Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Divorced,8532,458,74
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,5494,943,86
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,22455,523,98
Travel_Frequently,Sales,Marketing,Female,Sales Executive,Divorced,4297,1018,66
Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Single,2690,482,87
Travel_Rarely,Human Resources,Life Sciences,Male,Manager,Divorced,17588,770,84
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,19461,1009,31
Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,23553,507,66
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,9075,882,67
Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,12023,601,53
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,6762,329,88
Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,2261,607,83
Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,18706,855,54
Travel_Rarely,Sales,Medical,Female,Sales Representative,Married,6527,1291,98
Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Single,24439,1405,82
Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Single,19305,1124,97
Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,10846,817,60
Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,20392,793,43
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,9277,267,85
Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,18235,1369,68
Non-Travel,Research & Development,Technical Degree,Female,Research Scientist,Divorced,15891,999,92
Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced,13888,1202,89
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,17491,285,86
Travel_Frequently,Sales,Life Sciences,Female,Sales Representative,Single,11882,703,90
Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,23288,662,67
Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,15748,693,57
Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Single,6163,404,98
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,24232,736,48
Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,21057,330,98
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,3567,1498,44
Travel_Frequently,Sales,Marketing,Male,Sales Executive,Married,15395,541,52
Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Divorced,13953,1200,75
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,5182,1439,54
Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,19293,1111,61
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,20497,499,36
Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Married,3449,1485,71
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,12477,1372,93
Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Married,9731,322,59
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,20003,930,73
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,7100,205,98
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,25681,135,51
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,4050,683,36
Travel_Rarely,Human Resources,Human Resources,Female,Manager,Married,16616,1147,31
Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married,17363,258,54
Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,19106,1462,94
Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Single,19944,200,60
Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married,4910,949,81
Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,23577,652,100
Travel_Rarely,Human Resources,Other,Male,Human Resources,Single,9769,332,51
Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Single,22710,1475,97
Travel_Frequently,Research & Development,Other,Female,Healthcare Representative,Single,22930,337,84
Travel_Rarely,Research & Development,Medical,Female,Research Director,Single,5652,971,54
Travel_Rarely,Research & Development,Medical,Female,Research Director,Married,22456,1055,76
Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,12414,1136,81
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,20763,1174,99
Travel_Frequently,Sales,Life Sciences,Female,Sales Representative,Single,16154,667,50
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,12761,855,73
Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single,8847,182,93
Travel_Frequently,Research & Development,Other,Male,Research Scientist,Divorced,20284,560,91
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,22262,202,34
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,7679,1377,91
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,22604,172,37
